Bag number,,,Volume,Raw,Dilution,Volume,Raw,Dilution,Volume,,
25,7/26/22,3-10,10,1.857,3.7140,37.1400,0.4103,0.8206,8.2060,,
25,7/26/22,3-30,1,,,,,,,"less than, no sample collected",
25,7/26/22,3-50,1,,,,,,,"less than, no sample collected",
25,7/26/22,4-10,0,,,,,,,no vacuum,
25,7/26/22,4-30,0,,,,,,,,
25,7/26/22,4-50,0,,,,,,,,
25,7/26/22,5-10,10,2.205,4.4100,44.1000,1.459,2.9180,29.1800,,
25,7/26/22,5-30,34,1.064,1.064,36.1760,0.2237,0.2237,7.6058,,
25,7/26/22,5-50,0,,,,,,,,
25,7/26/22,6-10,14,5.121,5.121,71.6940,0.3087,0.3087,4.3218,,
25,7/26/22,6-30,13,2.141,2.141,27.8330,0.4120,0.4120,5.3560,,
25,7/26/22,6-50,14,0.8830,0.8830,12.3620,0.3822,0.3822,5.3508,,
25,8/9/22,1-10,0,,,,,,,,
25,8/9/22,1-30,NA,,,,,,,not properly installed,
25,8/9/22,1-50,0,,,,,,,,
25,8/9/22,2-10,2,,,,,,,no sample collected,
25,8/9/22,2-30,1,,,,,,,"less than, no sample collected",
25,8/9/22,2-50,1,3.859,3.859,3.8590,0.6620,0.6620,0.6620,"less than, no sample collectedÉ but there is a sample",
25,8/9/22,3-10,11,3.815,3.815,41.9650,0.7692,0.7692,8.4612,,
25,8/9/22,3-30,1,,,,,,,no sample collected,
25,8/9/22,3-50,1,,,,,,,"less than, no sample collected",
25,8/9/22,4-10,0,,,,,,,no vacuum,
25,8/9/22,4-30,1,,,,,,,"less than, no sample collected",
25,8/9/22,4-50,0,,,,,,,no vacuum,
25,8/9/22,5-10,10,5.503,5.503,55.0300,3.462,3.462,34.6200,,
25,8/9/22,5-30,25,1.545,1.545,38.6250,0.1450,0.1450,3.6250,,
25,8/9/22,5-50,10,1.698,3.3960,33.9600,0.9439,1.8878,18.8780,,
25,8/9/22,6-10,14,3.602,3.602,50.4280,0.3328,0.3328,4.6592,,
25,8/9/22,6-30,18,3.298,3.298,59.3640,0.3620,0.3620,6.5160,,
25,8/9/22,6-50,16,3.503,3.503,56.0480,0.5876,0.5876,9.4016,,
25,8/23/22,1-10,44,0.8499,0.8499,37.3956,0.2626,0.2626,11.5544,,
25,8/23/22,1-30,55,0.6730,0.6730,37.0150,0.5947,0.5947,32.7085,,
25,8/23/22,1-50,15,1.068,1.068,16.0200,0.1625,0.1625,2.4375,,
25,8/23/22,2-10,55,0.9521,0.9521,52.3655,1.274,1.274,70.0700,,
25,8/23/22,2-30,55,0.6738,0.6738,37.0590,0.6268,0.6268,34.4740,,
25,8/23/22,2-50,53,0.6481,0.6481,34.3493,0.2588,0.2588,13.7164,,
25,8/23/22,3-10,55,0.6120,0.6120,33.6600,0.7933,0.7933,43.6315,,
25,8/23/22,3-30,10,1.085,2.1700,21.7000,0.2895,0.5790,5.7900,,
25,8/23/22,3-50,44,2.047,2.047,90.0680,0.2255,0.2255,9.9220,,
25,8/23/22,4-10,15,1.577,1.577,23.6550,0.4806,0.4806,7.2090,,
25,8/23/22,4-30,55,0.8526,0.8526,46.8930,0.9478,0.9478,52.1290,,
25,8/23/22,4-50,18,1.547,1.547,27.8460,0.3546,0.3546,6.3828,,
25,8/23/22,5-10,55,1.277,1.277,70.2350,0.3705,0.3705,20.3775,,
25,8/23/22,5-30,55,0.6553,0.6553,36.0415,0.2622,0.2622,14.4210,,
25,8/23/22,5-50,55,3.706,3.706,203.8300,1.566,1.566,86.1300,,
25,8/23/22,6-10,55,1.091,1.091,60.0050,0.2005,0.2005,11.0275,,
25,8/23/22,6-30,55,0.8368,0.8368,46.0240,0.4027,0.4027,22.1485,,
25,8/23/22,6-50,55,0.6188,0.6188,34.0340,0.5182,0.5182,28.5010,,
25,9/8/22,1-10,46,1.322,1.322,60.8120,0.3045,0.3045,14.0070,,
25,9/8/22,1-30,55,0.7155,0.7155,39.3525,0.4692,0.4692,25.8060,,
25,9/8/22,1-50,57,0.6734,0.6734,38.3838,0.3500,0.3500,19.9500,,
25,9/8/22,2-10,55,0.9120,0.9120,50.1600,0.3389,0.3389,18.6395,,
25,9/8/22,2-30,55,0.9360,0.9360,51.4800,0.3236,0.3236,17.7980,,
25,9/8/22,2-50,55,0.6541,0.6541,35.9755,0.6059,0.6059,33.3245,,
25,9/8/22,3-10,42,1.137,1.137,47.7540,0.8459,0.8459,35.5278,,
25,9/8/22,3-30,10,2.413,2.413,24.1300,0.7648,0.7648,7.6480,,
25,9/8/22,3-50,31,1.257,1.257,38.9670,0.5065,0.5065,15.7015,,
25,9/8/22,4-10,52,1.361,1.361,70.7720,0.8277,0.8277,43.0404,,
25,9/8/22,4-30,50,0.8234,0.8234,41.1700,0.7199,0.7199,35.9950,,
25,9/8/22,4-50,53,1.215,1.215,64.3950,0.4398,0.4398,23.3094,,
25,9/8/22,5-10,36,1.494,1.494,53.7840,0.8108,0.8108,29.1888,,
25,9/8/22,5-30,55,1.277,1.277,70.2350,0.5007,0.5007,27.5385,,
25,9/8/22,5-50,55,3.844,3.844,211.4200,1.957,1.957,107.6350,,
25,9/8/22,6-10,45,1.200,1.200,54.0000,0.3461,0.3461,15.5745,,
25,9/8/22,6-30,55,1.065,1.065,58.5750,0.5461,0.5461,30.0355,,
25,9/8/22,6-50,55,0.6944,0.6944,38.1920,0.6395,0.6395,35.1725,,
26,10/4/22,1-10,2,,,,,,,no sample collected,
26,10/4/22,1-30,11,1.162,1.162,12.7820,0.4617,0.4617,5.0787,,
26,10/4/22,1-50,3,,,,,,,no sample collected,
26,10/4/22,2-10,5,,,,,,,no sample collected,
26,10/4/22,2-30,8,2.559,2.559,20.4720,0.8421,0.8421,6.7368,,
26,10/4/22,2-50,19,0.9188,0.9188,17.4572,0.6021,0.6021,11.4399,,
26,10/4/22,3-10,9,1.335,2.6700,24.0300,0.3664,0.7328,6.5952,,
26,10/4/22,3-30,0,,,,,,,no vacuum,
26,10/4/22,3-50,0,,,,,,,no vacuum,
26,10/4/22,4-10,3,,,,,,,no sample collected,
26,10/4/22,4-30,0,,,,,,,,
26,10/4/22,4-50,7,0.07353,0.1471,1.0294,0.000,0.0000,0.0000,no sample collected,
26,10/4/22,5-10,9,1.986,3.9720,35.7480,0.6859,1.3718,12.3462,,
26,10/4/22,5-30,22,0.8684,0.8684,19.1048,0.4069,0.4069,8.9518,,
26,10/4/22,5-50,11,2.442,2.442,26.8620,2.234,2.234,24.5740,,
26,10/4/22,6-10,13,2.065,2.065,26.8450,0.5246,0.5246,6.8198,,
26,10/4/22,6-30,15,1.339,1.339,20.0850,0.5811,0.5811,8.7165,,
26,10/4/22,6-50,22,1.042,1.042,22.9240,0.5273,0.5273,11.6006,,
26,10/18/22,1-10,3,1.374,1.374,4.1220,3.967,3.967,11.9010,no sample collected,
26,10/18/22,1-30,15,1.027,1.027,15.4050,0.4162,0.4162,6.2430,,
26,10/18/22,1-50,7,0.9681,1.9362,13.5534,0.1844,0.3688,2.5816,,
26,10/18/22,2-10,12,,,,,,,,
26,10/18/22,2-30,11,0.8863,1.7726,19.4986,0.1473,0.2946,3.2406,,
26,10/18/22,2-50,22,0.6866,0.6866,15.1052,0.6171,0.6171,13.5762,,
26,10/18/22,3-10,12,1.189,1.189,14.2680,0.7789,0.7789,9.3468,,
26,10/18/22,3-30,1,,,,,,,"less than, no sample collected",
26,10/18/22,3-50,0,,,,,,,no vacuum,
26,10/18/22,4-10,4,,,,,,,no sample collected,
26,10/18/22,4-30,10,1.079,1.079,10.7900,0.7522,0.7522,7.5220,,
26,10/18/22,4-50,21,0.6518,0.6518,13.6878,0.2012,0.2012,4.2252,,
26,10/18/22,5-10,10,1.741,1.741,17.4100,1.350,1.350,13.5000,,
26,10/18/22,5-30,26,0.6095,0.6095,15.8470,0.3916,0.3916,10.1816,,
26,10/18/22,5-50,14,1.563,1.563,21.8820,2.362,2.362,33.0680,,
26,10/18/22,6-10,11,0.8419,0.8419,9.2609,0.2484,0.2484,2.7324,,
26,10/18/22,6-30,19,0.7554,0.7554,14.3526,0.5286,0.5286,10.0434,,
26,10/18/22,6-50,21,0.6572,0.6572,13.8012,0.4244,0.4244,8.9124,,
26,11/1/22,1-10,11,0.7721,1.5442,16.9862,0.3854,0.7708,8.4788,,
26,11/1/22,1-30,25,0.6781,0.6781,16.9525,0.2651,0.2651,6.6275,,
26,11/1/22,1-50,30,0.5283,0.5283,15.8490,0.1849,0.1849,5.5470,,
26,11/1/22,2-10,19,0.9905,0.9905,18.8195,3.501,3.501,66.5190,,
26,11/1/22,2-30,17,0.7702,0.7702,13.0934,0.6110,0.6110,10.3870,,
26,11/1/22,2-50,25,0.4373,0.4373,10.9325,0.5022,0.5022,12.5550,,
26,11/1/22,3-10,19,0.9176,0.9176,17.4344,0.7870,0.7870,14.9530,,
26,11/1/22,3-30,3,,,,,,,no sample collected,
26,11/1/22,3-50,3,,,,,,,no sample collected,
26,11/1/22,4-10,10,1.607,1.607,16.0700,0.6509,0.6509,6.5090,,
26,11/1/22,4-30,15,1.026,1.026,15.3900,1.184,1.184,17.7600,,
26,11/1/22,4-50,33,0.7008,0.7008,23.1264,0.2223,0.2223,7.3359,,
26,11/1/22,5-10,15,1.074,1.074,16.1100,1.198,1.198,17.9700,,
26,11/1/22,5-30,40,0.4398,0.4398,17.5920,0.2281,0.2281,9.1240,,
26,11/1/22,5-50,19,1.102,1.102,20.9380,1.559,1.559,29.6210,,
26,11/1/22,6-10,23,0.8615,0.8615,19.8145,0.2381,0.2381,5.4763,,
26,11/1/22,6-30,29,0.6009,0.6009,17.4261,0.6346,0.6346,18.4034,,
26,11/1/22,6-50,45,0.7673,0.7673,34.5285,0.5412,0.5412,24.3540,,
26,11/16/22,1-10,21,0.6619,0.6619,13.8999,0.2745,0.2745,5.7645,,
26,11/16/22,1-30,42,0.4463,0.4463,18.7446,0.2907,0.2907,12.2094,,
26,11/16/22,1-50,50,0.4630,0.4630,23.1500,0.07445,0.07445,3.7225,more than 50,
26,11/16/22,2-10,42,0.6333,0.6333,26.5986,2.717,2.717,114.1140,,
26,11/16/22,2-30,47,0.4624,0.4624,21.7328,0.4942,0.4942,23.2274,,
26,11/16/22,2-50,50,0.4807,0.4807,24.0350,0.7900,0.7900,39.5000,more than 50,
26,11/16/22,3-10,45,0.4248,0.4248,19.1160,1.091,1.091,49.0950,,
26,11/16/22,3-30,7,0.3996,0.7992,5.5944,0.1483,0.2966,2.0762,,
26,11/16/22,3-50,6,0.6827,1.3654,8.1924,0.2528,0.5056,3.0336,"less than 6, no sample collected",
26,11/16/22,4-10,23,0.6319,1.2638,29.0674,0.3508,0.7016,16.1368,,
26,11/16/22,4-30,42,0.7028,0.7028,29.5176,2.612,2.612,109.7040,,
26,11/16/22,4-50,50,0.5152,0.5152,25.7600,0.2471,0.2471,12.3550,more than 50,
26,11/16/22,5-10,30,0.7201,0.7201,21.6030,0.4430,0.4430,13.2900,,
26,11/16/22,5-30,50,0.4089,0.4089,20.4450,0.1765,0.1765,8.8250,more than 50,
26,11/16/22,5-50,50,1.214,1.214,60.7000,0.4271,0.4271,21.3550,more than 50,
26,11/16/22,6-10,38,0.4079,0.4079,15.5002,0.3408,0.3408,12.9504,,
26,11/16/22,6-30,50,0.7924,0.7924,39.6200,0.4365,0.4365,21.8250,more than 50,
26,11/16/22,6-50,50,0.7677,0.7677,38.3850,0.6761,0.6761,33.8050,more than 50,
27,11/29/22,1-10,3,,,,,,,no sample collected,
27,11/29/22,1-30,17,0.6225,0.6225,10.5825,0.4209,0.4209,7.1553,,
27,11/29/22,1-50,19,0.5362,0.5362,10.1878,0.2384,0.2384,4.5296,,
27,11/29/22,2-10,16,1.106,1.106,17.6960,2.070,2.070,33.1200,,
27,11/29/22,2-30,12,0.7283,0.7283,8.7396,0.6484,0.6484,7.7808,,
27,11/29/22,2-50,25,0.8243,0.8243,20.6075,0.8908,0.8908,22.2700,,
27,11/29/22,3-10,14,0.7135,0.7135,9.9890,0.8990,0.8990,12.5860,,
27,11/29/22,3-30,3,,,,,,,no sample collected,
27,11/29/22,3-50,1,,,,,,,"less than, no sample collected",
27,11/29/22,4-10,5,0.8356,1.6712,8.3560,0.2106,0.4212,2.1060,no sample collectedÉ and yet I have one,
27,11/29/22,4-30,10,0.9173,0.9173,9.1730,1.513,1.513,15.1300,,
27,11/29/22,4-50,20,0.7188,0.7188,14.3760,0.2181,0.2181,4.3620,,
27,11/29/22,5-10,14,1.545,1.545,21.6300,0.7966,0.7966,11.1524,,
27,11/29/22,5-30,29,0.7885,0.7885,22.8665,0.2673,0.2673,7.7517,,
27,11/29/22,5-50,55,2.119,2.119,116.5450,0.6817,0.6817,37.4935,,
27,11/29/22,6-10,15,0.6122,0.6122,9.1830,0.5098,0.5098,7.6470,,
27,11/29/22,6-30,20,0.6818,0.6818,13.6360,0.5363,0.5363,10.7260,,
27,11/29/22,6-50,27,0.8304,0.8304,22.4208,0.7406,0.7406,19.9962,,
27,12/15/22,1-10,7,0.5057,1.0114,7.0798,0.3118,0.6236,4.3652,,
27,12/15/22,1-30,0,,,,,,,no vacuum,
27,12/15/22,1-50,3,,,,,,,"no vacuum, no sample collected",
27,12/15/22,2-10,8,0.7324,1.4648,11.7184,0.9809,1.9618,15.6944,,
27,12/15/22,2-30,10,0.6220,1.2440,12.4400,0.4071,0.8142,8.1420,,
27,12/15/22,2-50,17,0.7768,0.7768,13.2056,0.9979,0.9979,16.9643,,
27,12/15/22,3-10,3,,,,,,,no sample collected,
27,12/15/22,3-30,0,,,,,,,no vacuum,
27,12/15/22,3-50,0,,,,,,,no vacuum,
27,12/15/22,4-10,0,,,,,,,,
27,12/15/22,4-30,0,,,,,,,,
27,12/15/22,4-50,0,,,,,,,no vacuum,
27,12/15/22,5-10,4,,,,,,,no sample collected,
27,12/15/22,5-30,6,0.6670,1.3340,8.0040,0.1562,0.3124,1.8744,,
27,12/15/22,5-50,2,,,,,,,no sample collected,
27,12/15/22,6-10,0,,,,,,,,
27,12/15/22,6-30,1,,,,,,,"less than, no sample collected",
27,12/15/22,6-50,3,,,,,,,no sample collected,
27,12/28/22,1-10,0,,,,,,,no vacuum,
27,12/28/22,1-30,1,,,,,,,no sample collected,
27,12/28/22,1-50,0,,,,,,,,
27,12/28/22,2-10,25,0.7727,0.7727,19.3175,1.866,1.866,46.6500,,
27,12/28/22,2-30,13,1.261,1.261,16.3930,0.8255,0.8255,10.7315,,
27,12/28/22,2-50,5,0.5709,1.1418,5.7090,0.3374,0.6748,3.3740,no sample collected,
27,12/28/22,3-10,12,1.554,1.554,18.6480,1.264,1.264,15.1680,,
27,12/28/22,3-30,0,,,,,,,no vacuum,
27,12/28/22,3-50,0,,,,,,,no vacuum,
27,12/28/22,4-10,0,,,,,,,no vacuum,
27,12/28/22,4-30,0,,,,,,,,
27,12/28/22,4-50,0,,,,,,,no vacuum,
27,12/28/22,5-10,15,1.164,1.164,17.4600,1.187,1.187,17.8050,,
27,12/28/22,5-30,15,0.4040,0.8080,12.1200,0.1940,0.3880,5.8200,,
27,12/28/22,5-50,36,1.870,1.870,67.3200,0.6367,0.6367,22.9212,,
27,12/28/22,6-10,9,0.8335,1.6670,15.0030,0.2932,0.5864,5.2776,lost some sample while transferring,
27,12/28/22,6-30,2,,,,,,,no sample collected,
27,12/28/22,6-50,0,,,,,,,,
27,1/12/23,1-10,5,,,,,,,no sample collected,
27,1/12/23,1-30,25,2.089,2.089,52.2250,0.3383,0.3383,8.4575,,
27,1/12/23,1-50,34,2.115,2.115,71.9100,0.3571,0.3571,12.1414,,
27,1/12/23,2-10,1,,,,,,,"less than, no sample collected",
27,1/12/23,2-30,35,1.922,1.922,67.2700,1.077,1.077,37.6950,,
27,1/12/23,2-50,40,1.487,1.487,59.4800,0.8107,0.8107,32.4280,,
27,1/12/23,3-10,19,2.652,2.652,50.3880,1.331,1.331,25.2890,,
27,1/12/23,3-30,4,,,,,,,no sample collected,
27,1/12/23,3-50,NA,,,,,,,PVC not attched properly,
27,1/12/23,4-10,0,,,,,,,no vacuum,
27,1/12/23,4-30,33,0.8010,0.8010,26.4330,0.6183,0.6183,20.4039,,
27,1/12/23,4-50,37,1.737,1.737,64.2690,0.2706,0.2706,10.0122,,
27,1/12/23,5-10,13,3.651,3.651,47.4630,1.794,1.794,23.3220,,
27,1/12/23,5-30,30,1.417,1.417,42.5100,0.1903,0.1903,5.7090,,
27,1/12/23,5-50,52,2.866,2.866,149.0320,1.156,1.156,60.1120,,
27,1/12/23,6-10,40,1.670,1.670,66.8000,0.5156,0.5156,20.6240,,
27,1/12/23,6-30,38,0.1768,0.1768,6.7184,0.00127,0.00127,0.0483,,
27,1/12/23,6-50,43,0.9806,0.9806,42.1658,0.3489,0.3489,15.0027,,
27,1/25/23,1-10,0,,,,,,,no vacuum,
27,1/25/23,1-30,9,0.6993,0.6993,6.2937,0.1677,0.1677,1.5093,,
27,1/25/23,1-50,15,1.817,1.817,27.2550,0.4855,0.4855,7.2825,,
27,1/25/23,2-10,0,,,,,,,no vacuum,
27,1/25/23,2-30,5,,,,,,,no sample collected,
27,1/25/23,2-50,13,1.560,1.560,20.2800,0.8449,0.8449,10.9837,,
27,1/25/23,3-10,5,,,,,,,no sample collected,
27,1/25/23,3-30,0,,,,,,,no vacuum,
27,1/25/23,3-50,0,,,,,,,no vacuum,
27,1/25/23,4-10,0,,,,,,,no vacuum,
27,1/25/23,4-30,1,,,,,,,no sample collected,
27,1/25/23,4-50,5,,,,,,,no sample collected,
27,1/25/23,5-10,3,,,,,,,no sample collected,
27,1/25/23,5-30,5,,,,,,,no sample collected,
27,1/25/23,5-50,3,,,,,,,no sample collected,
27,1/25/23,6-10,5,,,,,,,no sample collected,
27,1/25/23,6-30,6,1.314,1.314,7.8840,0.2538,0.2538,1.5228,,
27,1/25/23,6-50,10,1.452,1.452,14.5200,0.4638,0.4638,4.6380,,
28,2/7/23,1-10,1,,,,,,,"less than, no sample collected",
28,2/7/23,1-30,5,,,,,,,no sample collected,
28,2/7/23,1-50,8,0.3637,0.7274,5.8192,0.09770,0.1954,1.5632,,
28,2/7/23,2-10,0,,,,,,,no vacuum,
28,2/7/23,2-30,2,,,,,,,no sample collected,
28,2/7/23,2-50,7,1.172,1.172,8.2040,0.6604,0.6604,4.6228,,
28,2/7/23,3-10,20,1.102,1.102,22.0400,1.342,1.342,26.8400,,
28,2/7/23,3-30,5,,,,,,,no sample collected,
28,2/7/23,3-50,4,,,,,,,no sample collected,
28,2/7/23,4-10,4,,,,,,,"no vacuum, no sample collected",
28,2/7/23,4-30,10,0.7049,1.4098,14.0980,0.6024,1.2048,12.0480,,
28,2/7/23,4-50,2,,,,,,,no sample collected,
28,2/7/23,5-10,15,1.637,1.637,24.5550,0.3517,0.3517,5.2755,,
28,2/7/23,5-30,45,0.9054,0.9054,40.7430,0.1877,0.1877,8.4465,,
28,2/7/23,5-50,17,1.484,1.484,25.2280,0.7293,0.7293,12.3981,,
28,2/7/23,6-10,18,1.084,1.084,19.5120,0.6437,0.6437,11.5866,,
28,2/7/23,6-30,22,0.6105,1.2210,26.8620,0.2591,0.5182,11.4004,,
28,2/7/23,6-50,40,0.6541,0.6541,26.1640,0.2965,0.2965,11.8600,,
28,2/22/23,1-10,0,,,,,,,no vacuum,
28,2/22/23,1-30,0,,,,,,,,
28,2/22/23,1-50,1,,,,,,,"less than, no sample collected",
28,2/22/23,2-10,0,,,,,,,no vacuum,
28,2/22/23,2-30,0,,,,,,,,
28,2/22/23,2-50,1,,,,,,,"less than, no sample collected",
28,2/22/23,3-10,4,,,,,,,no sample collected,
28,2/22/23,3-30,0,,,,,,,no vacuum,
28,2/22/23,3-50,0,,,,,,,no vacuum,
28,2/22/23,4-10,0,,,,,,,no vacuum,
28,2/22/23,4-30,0,,,,,,,,
28,2/22/23,4-50,0,,,,,,,no vacuum,
28,2/22/23,5-10,5,,,,,,,no sample collected,
28,2/22/23,5-30,8,0.7612,1.5224,12.1792,0.2519,0.5038,4.0304,,
28,2/22/23,5-50,6,0.8343,1.6686,10.0116,0.4385,0.8770,5.2620,,
28,2/22/23,6-10,0,,,,,,,,
28,2/22/23,6-30,0,,,,,,,,
28,2/22/23,6-50,2,,,,,,,no sample collected,
28,3/7/23,1-10,0,,,,,,,no vacuum,
28,3/7/23,1-30,0,,,,,,,,
28,3/7/23,1-50,0,,,,,,,,
28,3/7/23,2-10,NA,,,,,,,PVC was not able to be put on,
28,3/7/23,2-30,0,,,,,,,,
28,3/7/23,2-50,0,,,,,,,,
28,3/7/23,3-10,0,,,,,,,,
28,3/7/23,3-30,0,,,,,,,no vacuum,
28,3/7/23,3-50,0,,,,,,,no vacuum,
28,3/7/23,4-10,0,,,,,,,no vacuum,
28,3/7/23,4-30,0,,,,,,,no vacuum,
28,3/7/23,4-50,0,,,,,,,no vacuum,
28,3/7/23,5-10,0,,,,,,,,
28,3/7/23,5-30,0,,,,,,,,
28,3/7/23,5-50,0,,,,,,,,
28,3/7/23,6-10,0,,,,,,,,
28,3/7/23,6-30,0,,,,,,,,
28,3/7/23,6-50,0,,,,,,,no vacuum,
28,3/21/23,1-10,0,,,,,,,no vacuum,
28,3/21/23,1-30,1,,,,,,,less than 1,
28,3/21/23,1-50,0,,,,,,,no vacuum,
28,3/21/23,2-10,0,,,,,,,no vacuum,
28,3/21/23,2-30,0,,,,,,,,
28,3/21/23,2-50,0,,,,,,,,
28,3/21/23,3-10,3,,,,,,,,
28,3/21/23,3-30,0,,,,,,,no vacuum,
28,3/21/23,3-50,0,,,,,,,no vacuum,
28,3/21/23,4-10,0,,,,,,,no vacuum,
28,3/21/23,4-30,7,,,,,,,,
28,3/21/23,4-50,0,,,,,,,no vacuum,
28,3/21/23,5-10,2,,,,,,,,
28,3/21/23,5-30,8,0.6068,1.2136,9.7088,0.1621,0.3242,2.5936,,
28,3/21/23,5-50,4,,,,,,,,
28,3/21/23,6-10,1,,,,,,,,
28,3/21/23,6-30,5,,,,,,,,
28,3/21/23,6-50,8,0.5863,1.1726,9.3808,0.1696,0.3392,2.7136,,
28,4/4/23,1-10,0,,,,,,,no vacuum,
28,4/4/23,1-30,0,,,,,,,,
28,4/4/23,1-50,0,,,,,,,,
28,4/4/23,2-10,0,,,,,,,no vacuum,
28,4/4/23,2-30,0,,,,,,,,
28,4/4/23,2-50,0,,,,,,,,
28,4/4/23,3-10,0,,,,,,,,
28,4/4/23,3-30,0,,,,,,,,
28,4/4/23,3-50,0,,,,,,,no vacuum,
28,4/4/23,4-10,0,,,,,,,no vacuum,
28,4/4/23,4-30,0,,,,,,,,
28,4/4/23,4-50,0,,,,,,,no vacuum,
28,4/4/23,5-10,1,,,,,,,,
28,4/4/23,5-30,4,,,,,,,,
28,4/4/23,5-50,1,,,,,,,,
28,4/4/23,6-10,0,,,,,,,,
28,4/4/23,6-30,0,,,,,,,,
28,4/4/23,6-50,0,,,,,,,,
28,4/18/23,1-10,0,,,,,,,no vacuum,
28,4/18/23,1-30,0,,,,,,,,
28,4/18/23,1-50,0,,,,,,,,
28,4/18/23,2-10,0,,,,,,,no vacuum,
28,4/18/23,2-30,0,,,,,,,,
28,4/18/23,2-50,0,,,,,,,,
28,4/18/23,3-10,3,,,,,,,,
28,4/18/23,3-30,0,,,,,,,no vacuum,
28,4/18/23,3-50,0,,,,,,,no vacuum,
28,4/18/23,4-10,0,,,,,,,no vacuum,
28,4/18/23,4-30,0,,,,,,,no vacuum,
28,4/18/23,4-50,0,,,,,,,no vacuum,
28,4/18/23,5-10,0,,,,,,,no vacuum,
28,4/18/23,5-30,12,1.322,1.322,15.8640,0.4047,0.4047,4.8564,,
28,4/18/23,5-50,7,0.6346,1.2692,8.8844,0.2181,0.4362,3.0534,,
28,4/18/23,6-10,0,,,,,,,,
28,4/18/23,6-30,0,,,,,,,,
28,4/18/23,6-50,0,,,,,,,no vacuum,
28,5/2/23,1-10,4,,,,,,,,
28,5/2/23,1-30,26,0.6732,0.6732,17.5032,0.2189,0.2189,5.6914,,
28,5/2/23,1-50,25,0.8389,0.8389,20.9725,0.3419,0.3419,8.5475,,
28,5/2/23,2-10,0,,,,,,,,
28,5/2/23,2-30,11,0.7174,1.4348,15.7828,0.2706,0.5412,5.9532,,
28,5/2/23,2-50,29,0.6956,0.6956,20.1724,0.7298,0.7298,21.1642,,
28,5/2/23,3-10,16,,,,,,,samples mixed and discarded,
28,5/2/23,3-30,2,,,,,,,,
28,5/2/23,3-50,0,,,,,,,,
28,5/2/23,4-10,3,,,,,,,,
28,5/2/23,4-30,6,0.7133,1.4266,8.5596,0.9301,1.8602,11.1612,,
28,5/2/23,4-50,12,0.8502,1.7004,20.4048,0.2134,0.4268,5.1216,,
28,5/2/23,5-10,3,,,,,,,,
28,5/2/23,5-30,32,1.092,1.092,34.9440,0.3091,0.3091,9.8912,,
28,5/2/23,5-50,10,1.402,2.8040,28.0400,0.6184,1.2368,12.3680,,
28,5/2/23,6-10,16,,,,,,,samples mixed and discarded,
28,5/2/23,6-30,22,0.9683,0.9683,21.3026,0.4164,0.4164,9.1608,,
28,5/2/23,6-50,36,0.4844,0.4844,17.4384,0.2949,0.2949,10.6164,,
28,5/16/23,1-10,3,,,,,,,,
28,5/16/23,1-30,10,0.5027,1.0054,10.0540,0.1218,0.2436,2.4360,,
28,5/16/23,1-50,21,0.9424,0.9424,19.7904,0.3118,0.3118,6.5478,part of sample spilled,
28,5/16/23,2-10,<1,,,,,,,,
28,5/16/23,2-30,10,0.6508,1.3016,13.0160,0.2159,0.4318,4.3180,,
28,5/16/23,2-50,26,1.041,1.041,27.0660,0.9703,0.9703,25.2278,,
28,5/16/23,3-10,19,0.9161,0.9161,17.4059,1.364,1.364,25.9160,,
28,5/16/23,3-30,<1,,,,,,,,
28,5/16/23,3-50,0,,,,,,,no vacuum,
28,5/16/23,4-10,2,,,,,,,,
28,5/16/23,4-30,4,,,,,,,,
28,5/16/23,4-50,12,0.9190,0.9190,11.0280,0.2236,0.2236,2.6832,,
28,5/16/23,5-10,0,,,,,,,no vacuum,
28,5/16/23,5-30,25,0.7677,0.7677,19.1925,0.2357,0.2357,5.8925,,
28,5/16/23,5-50,31,2.638,2.638,81.7780,0.9782,0.9782,30.3242,,
28,5/16/23,6-10,15,1.504,1.504,22.5600,0.3744,0.3744,5.6160,,
28,5/16/23,6-30,20,1.690,1.690,33.8000,0.2886,0.2886,5.7720,,
28,5/16/23,6-50,32,0.9757,0.9757,31.2224,0.2439,0.2439,7.8048,,
28,5/30/23,1-10,43,0.6999,0.6999,30.0957,0.2733,0.2733,11.7519,,
28,5/30/23,1-30,>50,0.03015,0.03015,#VALUE!,0.01159,0.01159,#VALUE!,,
28,5/30/23,1-50,13,0.8666,1.7332,22.5316,0.2173,0.4346,5.6498,,
28,5/30/23,2-10,7,1.355,2.7100,18.9700,0.5299,1.0598,7.4186,,
28,5/30/23,2-30,>50,0.3931,0.3931,#VALUE!,0.4453,0.4453,#VALUE!,,
28,5/30/23,2-50,26,0.8115,0.8115,21.0990,0.7448,0.7448,19.3648,,
28,5/30/23,3-10,32,0.7577,0.7577,24.2464,1.478,1.478,47.2960,,
28,5/30/23,3-30,32,0.000,0.000,0.0000,0.02662,0.02662,0.8518,,
28,5/30/23,3-50,9,1.091,2.1820,19.6380,0.6001,1.2002,10.8018,,
28,5/30/23,4-10,48,0.5840,0.5840,28.0320,0.7821,0.7821,37.5408,,
28,5/30/23,4-30,>50,0.5224,0.5224,#VALUE!,1.283,1.283,#VALUE!,,
28,5/30/23,4-50,7,1.257,2.5140,17.5980,0.6748,1.3496,9.4472,,
28,5/30/23,5-10,0,,,,,,,no vacuum,
